NMEA message,PGHP time stamp
"!BSVDM,1,1,,B,B3@ns>00Fh>LFl`0jld8h71UoP06,0*50","$PGHP,1,2018,11,19,11,27,3,789,219,,2190047,1,*23"
"!BSVDM,1,1,,B,B3@ns>00Fh>LIE80lC4;06QUoP06,0*6D","$PGHP,1,2018,11,19,11,28,3,366,219,,2190047,1,*29"
"!BSVDM,1,1,,A,B3@ns>00Fh>LJR`0m108P8h5oP06,0*61","$PGHP,1,2018,11,19,11,28,33,209,219,,2190047,1,*12"
"!BSVDM,1,1,,B,B3@ns>00G0>LKu`0mhP7p7Q5oP06,0*3D","$PGHP,1,2018,11,19,11,29,2,787,219,,2190047,1,*22"
"!BSVDM,1,1,,B,B3@ns>00G0>LNU`0oA81d3QUkP06,0*29","$PGHP,1,2018,11,19,11,30,3,363,219,,2190047,1,*25"
"!BSVDM,1,1,,A,B3@ns>00GP>LOv`0p0p588@UoP06,0*08","$PGHP,1,2018,11,19,11,30,34,173,219,,2190047,1,*12"
"!BSVDM,1,1,,A,B3@ns>00G0>LS280qN<3p3@5oP06,0*7E","$PGHP,1,2018,11,19,11,31,32,923,219,,2190047,1,*18"
"!BSVDM,1,1,,B,B3@ns>00G@>LT7`0r>t7L:1UoP06,0*4C","$PGHP,1,2018,11,19,11,32,4,202,219,,2190047,1,*26"
"!BSVDM,1,1,,A,B3@ns>00Fh>LUL80ruD0d5@5oP06,0*0E","$PGHP,1,2018,11,19,11,32,32,763,219,,2190047,1,*11"
"!BSVDM,1,1,,A,H3@ns>0aEHDqAE<000000000000,2*74","$PGHP,1,2018,11,19,11,32,51,962,219,,2190047,1,*1B"
"!BSVDM,1,1,,A,H3@ns>4NDBE5847mA4E0001P2220,0*1E","$PGHP,1,2018,11,19,11,32,53,54,219,,2190047,1,*25"
"!BSVDM,1,1,,B,B3@ns>00GP>LVd`0sfh545QUoP06,0*5D","$PGHP,1,2018,11,19,11,33,3,366,219,,2190047,1,*23"
"!BSVDM,1,1,,B,B3@ns>00Fh>L`P`0u<P7<5Q5oP06,0*68","$PGHP,1,2018,11,19,11,34,2,412,219,,2190047,1,*21"
"!BSVDM,1,1,,A,B3@ns>00G@>La080uuH204@UoP06,0*53","$PGHP,1,2018,11,19,11,34,33,347,219,,2190047,1,*14"
"!BSVDM,1,1,,A,B3@ns>00Fh>LWt80wI;Gvg@UoP06,0*25","$PGHP,1,2018,11,19,11,35,33,376,219,,2190047,1,*17"
"!BSVDM,1,1,,B,B3@ns>00Fh>LW7`107<0t015oP06,0*31","$PGHP,1,2018,11,19,11,36,2,298,219,,2190047,1,*27"
"!BSVDM,1,1,,A,B3@ns>00FP>L`A810mhBlBhUoP06,0*3C","$PGHP,1,2018,11,19,11,36,33,966,219,,2190047,1,*1F"
"!BSVDM,1,1,,A,B3@ns>00H@>Lj=`128P=d>@5oP06,0*20","$PGHP,1,2018,11,19,11,37,32,653,219,,2190047,1,*16"
"!BSVDM,1,1,,B,B3@ns>00IP>Lm8`12th1P125oP06,0*01","$PGHP,1,2018,11,19,11,38,4,899,219,,2190047,1,*24"
"!BSVDM,1,1,,A,B3@ns>00I@>LmQ`13f?HNd@5oP06,0*7F","$PGHP,1,2018,11,19,11,38,32,651,219,,2190048,1,*14"
"!BSVDM,1,1,,B,H3@ns>0aEHDqAE<000000000000,2*77","$PGHP,1,2018,11,19,11,38,52,681,219,,2190048,1,*1F"
"!BSVDM,1,1,,B,H3@ns>4NDBE5847mA4E0001P2220,0*1D","$PGHP,1,2018,11,19,11,38,53,25,219,,2190048,1,*26"
"!BSVDM,1,1,,A,B3@ns>00I0>LVC`15072vM@5oP06,0*15","$PGHP,1,2018,11,19,11,39,32,602,219,,2190048,1,*13"
"!BSVDM,1,1,,B,B3@ns>00?0>L>c`164s?nM0UoP06,0*6E","$PGHP,1,2018,11,19,11,41,1,991,219,,2190047,1,*26"
"!BSVDM,1,1,,A,B3@ns>00;@>L:g816FnnBM@5oP06,0*43","$PGHP,1,2018,11,19,11,41,32,676,219,,2190047,1,*10"
"!BSVDM,1,1,,B,B3@ns>00;h>L5B`16JBK:M15oP06,0*16","$PGHP,1,2018,11,19,11,42,2,394,219,,2190047,1,*29"
"!BSVDM,1,1,,A,B3@ns>00;@>L1>816;>:FM@5oP06,0*6C","$PGHP,1,2018,11,19,11,42,32,643,219,,2190048,1,*1A"
"!BSVDM,1,1,,A,B3@ns>008@>L0g`15Wm;JM@UoP06,0*3E","$PGHP,1,2018,11,19,11,43,34,232,219,,2190047,1,*10"
"!BSVDM,1,1,,B,B3@ns>0000>L1M815VM62M15oP06,0*73","$PGHP,1,2018,11,19,11,44,3,30,219,,2190048,1,*1C"
"!BSVDM,1,1,,A,H3@ns>0aEHDqAE<000000000000,2*74","$PGHP,1,2018,11,19,11,44,51,701,219,,2190048,1,*1E"
"!BSVDM,1,1,,A,H3@ns>4NDBE5847mA4E0001P2220,0*1E","$PGHP,1,2018,11,19,11,44,52,731,219,,2190048,1,*1E"
"!BSVDM,1,1,,A,B3@ns>0000>L1H815Vh02M?UoP06,0*38","$PGHP,1,2018,11,19,11,46,31,962,219,,2190048,1,*11"
"!BSVDM,1,1,,B,B3@ns>0000>L1E815VI72M15oP06,0*7E","$PGHP,1,2018,11,19,11,47,2,975,219,,2190048,1,*26"
"!BSVDM,1,1,,B,H3@ns>4NDBE5847mA4E0001P2220,0*1D","$PGHP,1,2018,11,19,11,50,56,149,219,,2190048,1,*16"
"!BSVDM,1,1,,B,B3@ns>0000>L1G815VD02M25oP06,0*75","$PGHP,1,2018,11,19,11,54,5,190,219,,2190048,1,*20"
"!BSVDM,1,1,,A,H3@ns>0aEHDqAE<000000000000,2*74","$PGHP,1,2018,11,19,11,56,51,954,219,,2190048,1,*13"
"!BSVDM,1,1,,A,H3@ns>4NDBE5847mA4E0001P2220,0*1E","$PGHP,1,2018,11,19,11,56,53,264,219,,2190048,1,*19"
"!BSVDM,1,1,,A,B3@ns>0000>L1C815Vh02M15oP06,0*5D","$PGHP,1,2018,11,19,11,57,2,967,219,,2190048,1,*24"
"!BSVDM,1,1,,B,B3@ns>0000>L1M`15Wm?rM0UoP06,0*22","$PGHP,1,2018,11,19,12,0,2,85,219,,2190048,1,*20"
"!BSVDM,1,1,,B,H3@ns>0aEHDqAE<000000000000,2*77","$PGHP,1,2018,11,19,12,2,51,796,219,,2190048,1,*21"
"!BSVDM,1,1,,B,H3@ns>4NDBE5847mA4E0001P2220,0*1D","$PGHP,1,2018,11,19,12,2,52,202,219,,2190048,1,*2A"
"!BSVDM,1,1,,A,B3@ns>0000>L1c`15WH02M1UoP06,0*64","$PGHP,1,2018,11,19,12,3,4,245,219,,2190048,1,*1B"
"!BSVDM,1,1,,B,B3@ns>0000>L1J815Va>VM0UoP06,0*55","$PGHP,1,2018,11,19,12,6,2,162,219,,2190048,1,*1E"
"!BSVDM,1,1,,A,H3@ns>0aEHDqAE<000000000000,2*74","$PGHP,1,2018,11,19,12,8,52,904,219,,2190048,1,*2D"
"!BSVDM,1,1,,A,H3@ns>4NDBE5847mA4E0001P2220,0*1E","$PGHP,1,2018,11,19,12,8,53,60,219,,2190048,1,*17"
"!BSVDM,1,1,,A,B3@ns>0000>L1A815Vl02M25oP06,0*58","$PGHP,1,2018,11,19,12,9,4,698,219,,2190048,1,*15"
"!BSVDM,1,1,,B,B3@ns>0000>L1G815Vd02M15oP06,0*56","$PGHP,1,2018,11,19,12,12,2,437,219,,2190048,1,*2E"
"!BSVDM,1,1,,B,H3@ns>0aEHDqAE<000000000000,2*77","$PGHP,1,2018,11,19,12,14,52,391,219,,2190048,1,*16"
"!BSVDM,1,1,,B,H3@ns>4NDBE5847mA4E0001P2220,0*1D","$PGHP,1,2018,11,19,12,14,53,77,219,,2190048,1,*2C"
"!BSVDM,1,1,,A,B3@ns>0000>L1?`15W002M0UoP06,0*41","$PGHP,1,2018,11,19,12,21,1,767,219,,2190048,1,*2B"
"!BSVDM,1,1,,B,B3@ns>0000>L1A815VL02M0UoP06,0*19","$PGHP,1,2018,11,19,12,24,1,471,219,,2190048,1,*2A"
"!BSVDM,1,1,,B,H3@ns>0aEHDqAE<000000000000,2*77","$PGHP,1,2018,11,19,12,26,52,48,219,,2190048,1,*20"
"!BSVDM,1,1,,B,H3@ns>4NDBE5847mA4E0001P2220,0*1D","$PGHP,1,2018,11,19,12,26,53,748,219,,2190048,1,*16"
"!BSVDM,1,1,,A,B3@ns>0000>L1@`15Vh02M1UoP06,0*66","$PGHP,1,2018,11,19,12,27,3,748,219,,2190048,1,*22"
"!BSVDM,1,1,,A,B3@ns>0000>L1C`15VT02M0UoP06,0*58","$PGHP,1,2018,11,19,12,33,2,74,219,,2190048,1,*1E"
"!BSVDM,1,1,,B,B3@ns>0000>L1N815VD02M0UoP06,0*1E","$PGHP,1,2018,11,19,12,36,2,19,219,,2190048,1,*10"
"!BSVDM,1,1,,B,H3@ns>0aEHDqAE<000000000000,2*77","$PGHP,1,2018,11,19,12,38,52,666,219,,2190048,1,*15"
"!BSVDM,1,1,,B,H3@ns>4NDBE5847mA4E0001P2220,0*1D","$PGHP,1,2018,11,19,12,38,53,805,219,,2190048,1,*1F"
"!BSVDM,1,1,,A,B3@ns>0000>L1J`15W<02M0UoP06,0*38","$PGHP,1,2018,11,19,12,39,1,792,219,,2190048,1,*28"
"!BSVDM,1,1,,B,B3@ns>0000>L1E`15VH02M0UoP06,0*41","$PGHP,1,2018,11,19,12,42,1,442,219,,2190047,1,*25"
"!BSVDM,1,1,,A,H3@ns>0aEHDqAE<000000000000,2*74","$PGHP,1,2018,11,19,12,44,52,74,219,,2190048,1,*2B"
"!BSVDM,1,1,,A,H3@ns>4NDBE5847mA4E0001P2220,0*1E","$PGHP,1,2018,11,19,12,44,52,947,219,,2190048,1,*12"
"!BSVDM,1,1,,A,B3@ns>0000>L1L815W<02M1UoP06,0*67","$PGHP,1,2018,11,19,12,45,3,618,219,,2190048,1,*22"
"!BSVDM,1,1,,B,B3@ns>0000>L1B`15W002M05kP06,0*5B","$PGHP,1,2018,11,19,12,48,1,222,219,,2190048,1,*20"
"!BSVDM,1,1,,B,H3@ns>0aEHDqAE<000000000000,2*77","$PGHP,1,2018,11,19,12,50,53,351,219,,2190048,1,*1B"
"!BSVDM,1,1,,B,H3@ns>4NDBE5847mA4E0001P2220,0*1D","$PGHP,1,2018,11,19,12,50,53,959,219,,2190048,1,*19"
"!BSVDM,1,1,,A,B3@ns>0000>L1=`15VH02M0UoP06,0*3A","$PGHP,1,2018,11,19,12,51,1,384,219,,2190048,1,*25"
"!BSVDM,1,1,,B,B3@ns>0000>L1@`15W802M0UkP06,0*31","$PGHP,1,2018,11,19,12,54,1,407,219,,2190048,1,*2C"
"!BSVDM,1,1,,A,H3@ns>0aEHDqAE<000000000000,2*74","$PGHP,1,2018,11,19,12,56,51,383,219,,2190048,1,*10"
"!BSVDM,1,1,,A,H3@ns>4NDBE5847mA4E0001P2220,0*1E","$PGHP,1,2018,11,19,12,56,51,929,219,,2190048,1,*1A"
"!BSVDM,1,1,,A,B3@ns>0000>L1F815V`02M05oP06,0*51","$PGHP,1,2018,11,19,12,57,1,180,219,,2190048,1,*25"
"!BSVDM,1,1,,B,13@nu:oP120qs9POuSo5Nwv:00Sr,0*5F","$PGHP,1,2018,11,19,11,0,4,377,219,,2190048,1,*1B"
"!BSVDM,1,1,,A,13@nu:oP130qs@dOuS?5N?vN00Sd,0*6A","$PGHP,1,2018,11,19,11,0,14,845,219,,2190047,1,*2F"
"!BSVDM,1,1,,B,13@nu:oP130qsF`OuRfUPgvh08=w,0*46","$PGHP,1,2018,11,19,11,0,23,925,219,,2190048,1,*23"
"!BSVDM,1,1,,A,13@nu:oP140qsM<OuR;UNgw40@Cv,0*0C","$PGHP,1,2018,11,19,11,0,34,143,219,,2190048,1,*2D"
"!BSVDM,1,1,,B,13@nu:oP140qsT4OuQV5QgwH0@Ij,0*65","$PGHP,1,2018,11,19,11,0,44,65,219,,2190047,1,*10"
"!BSVDM,1,1,,A,13@nu:oP140qsbDOuPsUhwwf05H0,0*4D","$PGHP,1,2018,11,19,11,0,54,673,219,,2190048,1,*2F"
"!BSVDM,1,1,,B,13@nu:oP130qsgDOuPA5rOv<0L1i,0*3E","$PGHP,1,2018,11,19,11,1,5,672,219,,2190047,1,*14"
"!BSVDM,1,1,,A,13@nu:oP130qsl`OuOT5rwvP0D1i,0*44","$PGHP,1,2018,11,19,11,1,15,750,219,,2190047,1,*24"
"!BSVDM,1,1,,B,13@nu:oP130qspHOuO3UqOvh05H4,0*22","$PGHP,1,2018,11,19,11,1,23,940,219,,2190048,1,*21"
"!BSVDM,1,1,,A,13@nu:oP130qsudOuNKUnOw40<1i,0*1E","$PGHP,1,2018,11,19,11,1,34,143,219,,2190047,1,*23"
"!BSVDM,1,1,,B,13@nu:oP130qt30OuMkUlOwH0<1i,0*55","$PGHP,1,2018,11,19,11,1,44,65,219,,2190048,1,*1E"
"!BSVDM,1,1,,A,13@nu:oP130qt8tOuM95g?wf00SG,0*3E","$PGHP,1,2018,11,19,11,1,54,689,219,,2190047,1,*24"
"!BSVDM,1,1,,B,13@nu:oP130qt?<OuLSUWOv<0H3B,0*7F","$PGHP,1,2018,11,19,11,2,5,672,219,,2190048,1,*18"
"!BSVDM,1,1,,A,13@nu:oP130qtF4OuKq5b?vP0@9<,0*1D","$PGHP,1,2018,11,19,11,2,15,750,219,,2190047,1,*27"
"!BSVDM,1,1,,B,13@nu:oP130qtJhOuKK5`Ovh00Si,0*71","$PGHP,1,2018,11,19,11,2,23,940,219,,2190047,1,*2D"
"!BSVDM,1,1,,A,13@nu:oP140qtQ0OuJmUcgw408Cv,0*00","$PGHP,1,2018,11,19,11,2,34,159,219,,2190047,1,*2B"
"!BSVDM,1,1,,B,13@nu:oP130qtV`OuJ=Uf?wH08Ij,0*34","$PGHP,1,2018,11,19,11,2,44,65,219,,2190047,1,*12"
"!BSVDM,1,1,,A,13@nu:oP140qtePOuIUUUwwf0@P=,0*3B","$PGHP,1,2018,11,19,11,2,55,32,219,,2190047,1,*10"
"!BSVDM,1,1,,B,13@nu:oP130qtl4OuI05Pwv<0D1j,0*3B","$PGHP,1,2018,11,19,11,3,5,672,219,,2190047,1,*16"
"!BSVDM,1,1,,A,13@nu:oP130qts@OuHH5ROvP0<1j,0*04","$PGHP,1,2018,11,19,11,3,15,750,219,,2190047,1,*26"
"!BSVDM,1,1,,B,13@nu:oP130qu0TOuGoUVgvj0@>V,0*40","$PGHP,1,2018,11,19,11,3,24,970,219,,2190047,1,*28"
"!BSVDM,1,1,,A,13@nu:oP130qu6<OuGG5`?w405H<,0*3D","$PGHP,1,2018,11,19,11,3,34,143,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13@nu:oP130qu<8OuFg5bwwH05H<,0*27","$PGHP,1,2018,11,19,11,3,44,65,219,,2190048,1,*1C"
"!BSVDM,1,1,,A,13@nu:oP130quC0OuF75awwf0<1j,0*08","$PGHP,1,2018,11,19,11,3,55,32,219,,2190047,1,*11"
"!BSVDM,1,1,,B,13@nu:oP130quH`OuEO5bwv<0@3B,0*25","$PGHP,1,2018,11,19,11,4,5,672,219,,2190048,1,*1E"
"!BSVDM,1,1,,A,13@nu:oP130quOPOuDo5bwvP089<,0*50","$PGHP,1,2018,11,19,11,4,15,750,219,,2190047,1,*21"
"!BSVDM,1,1,,B,13@nu:oP130quTPOuDD5dgvj0<1j,0*15","$PGHP,1,2018,11,19,11,4,24,985,219,,2190047,1,*25"
"!BSVDM,1,1,,A,13@nu:oP130qualOuCkUeOw400Sd,0*41","$PGHP,1,2018,11,19,11,4,34,158,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,13@nu:oP130qug8OuC;UiOwH00Sw,0*23","$PGHP,1,2018,11,19,11,4,44,80,219,,2190047,1,*1F"
"!BSVDM,1,1,,A,13@nu:oP120qumHOuBSUb?wf08P=,0*26","$PGHP,1,2018,11,19,11,4,55,31,219,,2190048,1,*1A"
"!BSVDM,1,1,,B,13@nu:oP120qus`OuAv5WOv<0<1k,0*78","$PGHP,1,2018,11,19,11,5,5,671,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13@nu:oP120qv2<OuACU`wvP05HD,0*0C","$PGHP,1,2018,11,19,11,5,15,764,219,,2190047,1,*27"
"!BSVDM,1,1,,B,13@nu:oP100qv7POu@k5bwvj08>V,0*7C","$PGHP,1,2018,11,19,11,5,24,984,219,,2190047,1,*25"
"!BSVDM,1,1,,B,13@nu:oP0b0qv@TOu?t5QwwL0@JW,0*25","$PGHP,1,2018,11,19,11,5,45,454,219,,2190047,1,*22"
"!BSVDM,1,1,,A,13@nu:oP0d0qvDDOu?UUSgwf05HD,0*29","$PGHP,1,2018,11,19,11,5,55,2,219,,2190047,1,*24"
"!BSVDM,1,1,,B,13@nu:oP0d0qvIDOu??4qOv<083B,0*0D","$PGHP,1,2018,11,19,11,6,5,641,219,,2190047,1,*13"
"!BSVDM,1,1,,A,13@nu:oP0V0qvO@Ou?N1UwvP00RM,0*5C","$PGHP,1,2018,11,19,11,6,15,719,219,,2190047,1,*2E"
"!BSVDM,1,1,,B,13@nu:oP0d0qvNtOu?t=qOvj05HH,0*52","$PGHP,1,2018,11,19,11,6,24,938,219,,2190047,1,*21"
"!BSVDM,1,1,,A,13@nu:oP0a0qvLhOu@J=QOw60HDP,0*1F","$PGHP,1,2018,11,19,11,6,35,32,219,,2190048,1,*1D"
"!BSVDM,1,1,,B,13@nu:oP0R0qvK<Ou@hePwwL0<1j,0*7E","$PGHP,1,2018,11,19,11,6,45,452,219,,2190048,1,*28"
"!BSVDM,1,1,,A,13@nu:oP0K0qvItOuA4eM?wf00SO,0*47","$PGHP,1,2018,11,19,11,6,55,0,219,,2190048,1,*2A"
"!BSVDM,1,1,,B,13@nu:oP0E0qvI0OuAA=:gv<05HL,0*4A","$PGHP,1,2018,11,19,11,7,5,614,219,,2190047,1,*12"
"!BSVDM,1,1,,A,13@nu:oP0A0qvGLOuAK<bwvN0L1l,0*2E","$PGHP,1,2018,11,19,11,7,14,490,219,,2190047,1,*2C"
"!BSVDM,1,1,,B,13@nu:oP0@0qvETOuARdD?vj00Rl,0*22","$PGHP,1,2018,11,19,11,7,24,911,219,,2190048,1,*24"
"!BSVDM,1,1,,A,13@nu:oP0>0qvCdOuAb<5Ow60D1l,0*4A","$PGHP,1,2018,11,19,11,7,34,988,219,,2190047,1,*2A"
"!BSVDM,1,1,,B,13@nu:oP0=0qvB8OuAg;kOwL08JW,0*0D","$PGHP,1,2018,11,19,11,7,45,425,219,,2190047,1,*26"
"!BSVDM,1,1,,A,13@nu:oP0=0qv@@OuAicRgwh0L1l,0*23","$PGHP,1,2018,11,19,11,7,55,534,219,,2190048,1,*29"
"!BSVDM,1,1,,B,13@nu:oP0<0qv>HOuAl;<wv<00R7,0*65","$PGHP,1,2018,11,19,11,8,5,611,219,,2190047,1,*18"
"!BSVDM,1,1,,A,13@nu:oP0;0qv<lOuAl:jwvN0H8O,0*08","$PGHP,1,2018,11,19,11,8,14,488,219,,2190047,1,*2A"
"!BSVDM,1,1,,B,13@nu:oP090qv;@OuAl:vgvj0@>@,0*0B","$PGHP,1,2018,11,19,11,8,24,331,219,,2190047,1,*2C"
"!BSVDM,1,1,,A,13@nu:oP090qv:0OuAl;0ww60@DP,0*19","$PGHP,1,2018,11,19,11,8,35,2,219,,2190047,1,*2F"
"!BSVDM,1,1,,B,13@nu:oP090qv8hOuAnc7OwL05HP,0*26","$PGHP,1,2018,11,19,11,8,45,423,219,,2190048,1,*20"
"!BSVDM,1,1,,A,13@nu:oP0:0qv7POuAq;;gwh0HPR,0*31","$PGHP,1,2018,11,19,11,8,55,531,219,,2190048,1,*23"
"!BSVDM,1,1,,B,13@nu:oP0:0qv6@OuAsc:wv80H2?,0*36","$PGHP,1,2018,11,19,11,9,3,815,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13@nu:oP0:0qv4dOuAv;;OvN0D1j,0*5B","$PGHP,1,2018,11,19,11,9,14,485,219,,2190047,1,*26"
"!BSVDM,1,1,,B,13@nu:oP0;0qv38OuB0c6wvj0<1j,0*76","$PGHP,1,2018,11,19,11,9,24,329,219,,2190048,1,*2B"
"!BSVDM,1,1,,A,13@nu:oP0<0qv0tOuB3;4?w60<1k,0*70","$PGHP,1,2018,11,19,11,9,34,984,219,,2190048,1,*27"
"!BSVDM,1,1,,B,13@nu:oP0<0quwHOuB3;2gwL00RK,0*60","$PGHP,1,2018,11,19,11,9,45,420,219,,2190048,1,*22"
"!BSVDM,1,1,,A,13@nu:oP0;0quuPOuB5bnOwh0D1k,0*46","$PGHP,1,2018,11,19,11,9,55,529,219,,2190048,1,*2B"
"!BSVDM,1,1,,B,13@nu:oP0;0qustOuB5bw?v80D1k,0*5F","$PGHP,1,2018,11,19,11,10,3,813,219,,2190048,1,*24"
"!BSVDM,1,1,,A,13@nu:oP0<0qurHOuB5c4gvN0@8O,0*23","$PGHP,1,2018,11,19,11,10,14,483,219,,2190048,1,*17"
"!BSVDM,1,1,,B,13@nu:oP0@0qup<OuB:cm?vj08>@,0*71","$PGHP,1,2018,11,19,11,10,24,327,219,,2190048,1,*1D"
"!BSVDM,1,1,,A,13@nu:oP0K0qumHOuBG<Rgw608DP,0*62","$PGHP,1,2018,11,19,11,10,34,997,219,,2190047,1,*12"
"!BSVDM,1,1,,B,13@nu:oP0R0qujpOuBc<p?wH0<1m,0*2B","$PGHP,1,2018,11,19,11,10,44,170,219,,2190047,1,*14"
"!BSVDM,1,1,,A,13@nu:oP0W0quhHOuC6e;gwh0@PR,0*0B","$PGHP,1,2018,11,19,11,10,55,527,219,,2190047,1,*12"
"!BSVDM,1,1,,B,13@nu:oP0a0qufPOuCOeEwv80@2?,0*61","$PGHP,1,2018,11,19,11,11,3,826,219,,2190048,1,*23"
"!BSVDM,1,1,,A,13@nu:oP0c0qud`OuCs=JwvN0<1n,0*61","$PGHP,1,2018,11,19,11,11,14,496,219,,2190048,1,*12"
"!BSVDM,1,1,,B,13@nu:oP0d0quc4OuDKeTgvj05Hd,0*01","$PGHP,1,2018,11,19,11,11,24,324,219,,2190047,1,*10"
"!BSVDM,1,1,,A,13@nu:oP0d0qualOuDveaOw605Hd,0*25","$PGHP,1,2018,11,19,11,11,34,995,219,,2190048,1,*1E"
"!BSVDM,2,1,4,A,53@nu:h00001Q3CCK:0SON0h4AV0HuR22222220N1`2234e>07QjC31C,0*1C!BSVDM,2,2,4,A,1BQH88888888880,2*53","$PGHP,1,2018,11,19,11,11,42,15,219,,2190048,1,*2E"
"!BSVDM,1,1,,B,13@nu:oP0e0qu`TOuEJ=`OwH08Ip,0*1C","$PGHP,1,2018,11,19,11,11,44,168,219,,2190047,1,*1C"
"!BSVDM,1,1,,A,13@nu:oP0f0quW0OuEreUOwh0<1o,0*59","$PGHP,1,2018,11,19,11,11,55,525,219,,2190047,1,*11"
"!BSVDM,1,1,,B,13@nu:oP0g0quULOuFHeQOv80<1o,0*49","$PGHP,1,2018,11,19,11,12,3,824,219,,2190047,1,*2D"
"!BSVDM,1,1,,A,13@nu:oP0d0quRtOuFl=>OvN088O,0*3E","$PGHP,1,2018,11,19,11,12,14,494,219,,2190047,1,*1C"
"!BSVDM,1,1,,B,13@nu:oP0e0quOlOuG?e3wvj00SJ,0*44","$PGHP,1,2018,11,19,11,12,24,322,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13@nu:oP0d0quLdOuGh=6ww600RV,0*07","$PGHP,1,2018,11,19,11,12,34,993,219,,2190047,1,*14"
"!BSVDM,1,1,,B,13@nu:oP0e0quJ<OuH9==gwH05Hh,0*41","$PGHP,1,2018,11,19,11,12,44,165,219,,2190047,1,*12"
"!BSVDM,1,1,,A,13@nu:oP0f0quGdOuHaeCOwh08PR,0*4D","$PGHP,1,2018,11,19,11,12,55,522,219,,2190047,1,*15"
"!BSVDM,1,1,,B,13@nu:oP0h0quElOuI7eFOv8082?,0*46","$PGHP,1,2018,11,19,11,13,3,821,219,,2190047,1,*29"
"!BSVDM,1,1,,A,13@nu:oP0h0quCDOuIUeAOvN05Hl,0*5C","$PGHP,1,2018,11,19,11,13,14,492,219,,2190047,1,*1B"
"!BSVDM,1,1,,B,13@nu:oP0h0qu@POuJ8e?wvj0H>P,0*73","$PGHP,1,2018,11,19,11,13,24,757,219,,2190047,1,*12"
"!BSVDM,1,1,,A,13@nu:oP0h0qu>0OuJT=;ww40L1n,0*34","$PGHP,1,2018,11,19,11,13,34,39,219,,2190048,1,*23"
"!BSVDM,1,1,,B,13@nu:oP0g0qu;POuK2==gwH00T2,0*15","$PGHP,1,2018,11,19,11,13,44,163,219,,2190048,1,*1A"
"!BSVDM,1,1,,A,13@nu:oP0g0qu8HOuKU=@?wh05Hl,0*28","$PGHP,1,2018,11,19,11,13,55,520,219,,2190047,1,*16"
"!BSVDM,1,1,,B,13@nu:oP0g0qu6POuL0eEgv805Hp,0*17","$PGHP,1,2018,11,19,11,14,3,819,219,,2190047,1,*25"
"!BSVDM,1,1,,A,13@nu:oP0h0qu4DOuLNeDOvN00SV,0*14","$PGHP,1,2018,11,19,11,14,14,490,219,,2190047,1,*1E"
"!BSVDM,1,1,,B,13@nu:oP0i0qu1POuM1eC?vj0D1m,0*07","$PGHP,1,2018,11,19,11,14,24,754,219,,2190048,1,*19"
"!BSVDM,1,1,,A,13@nu:oP0j0qtw0OuMOeAww40HCt,0*2C","$PGHP,1,2018,11,19,11,14,34,36,219,,2190047,1,*24"
"!BSVDM,1,1,,B,13@nu:oP0j0qtspOuN7eC?wL0HJh,0*37","$PGHP,1,2018,11,19,11,14,45,658,219,,2190048,1,*13"
"!BSVDM,1,1,,B,13@nu:oP0i0qto<OuO1=AOv800Si,0*5C","$PGHP,1,2018,11,19,11,15,3,817,219,,2190047,1,*2A"
"!BSVDM,1,1,,A,13@nu:oP0h0qtlHOuOQe@wvP0@8s,0*41","$PGHP,1,2018,11,19,11,15,15,236,219,,2190048,1,*1B"
"!BSVDM,1,1,,B,13@nu:oP0h0qtiTOuP2=9Ovj0@>P,0*21","$PGHP,1,2018,11,19,11,15,24,752,219,,2190047,1,*11"
"!BSVDM,1,1,,A,13@nu:oP0g0qtfhOuPK=5Ow40D1j,0*05","$PGHP,1,2018,11,19,11,15,34,34,219,,2190047,1,*27"
"!BSVDM,1,1,,B,13@nu:oP0h0qtc`OuQ0e@?wL0D1j,0*5B","$PGHP,1,2018,11,19,11,15,45,672,219,,2190047,1,*15"
"!BSVDM,1,1,,A,13@nu:oP0h0qtaLOuQL=@Owf0HOp,0*60","$PGHP,1,2018,11,19,11,15,54,408,219,,2190047,1,*1A"
"!BSVDM,1,1,,B,13@nu:oP0i0qtV`OuQte??v:0L1j,0*2B","$PGHP,1,2018,11,19,11,16,4,860,219,,2190048,1,*21"
"!BSVDM,1,1,,A,13@nu:oP0h0qtSlOuRM=@gvP0<1j,0*7F","$PGHP,1,2018,11,19,11,16,15,234,219,,2190047,1,*15"
"!BSVDM,1,1,,B,13@nu:oP0h0qtQDOuRue=?vj0<1j,0*29","$PGHP,1,2018,11,19,11,16,24,750,219,,2190048,1,*1F"
"!BSVDM,1,1,,A,13@nu:oP0i0qtNlOuSI=7ww40@Ct,0*74","$PGHP,1,2018,11,19,11,16,34,47,219,,2190047,1,*20"
"!BSVDM,1,1,,B,13@nu:oP0i0qtKHOuSve8OwL0@Jh,0*6B","$PGHP,1,2018,11,19,11,16,45,654,219,,2190047,1,*12"
"!BSVDM,1,1,,A,13@nu:oP0i0qtHpOuTGe:wwf0D1k,0*09","$PGHP,1,2018,11,19,11,16,54,405,219,,2190047,1,*14"
